Дата ;о_Санкт-Петербург;o_Адмиралтейский;o_Васимлеостровский;o_Всеволожский;o_Выборгский;o_Калининский;o_Кировский;o_Колпинский;o_Красногвардейский;o_Красносельский;o_Кронштадтский;o_Курортный;o_Московский;o_Невский;o_Ленобласть;o_Петроградский;o_Петродворцовый;o_Приморский;o_Пушкинский;o_Фрунзенский;o_Центральный;р_Санкт-Петербург;p_Адмиралтейский;p_Василеостровский;p_Всеволожский;p_Выборгский;p_Калининский;p_Кировский ;p_Колпинский;p_Красногвардейский;p_Красносельский;p_Кронштадтский;p_Курортный;p_Московский;p_Невский;p_ЛЕНОБЛАСТЬ;p_Петроградский;p_Петродворцовый ;p_Приморский;p_Пушкинский;p_Фрунзенский ;p_Центральный
janv'12;89.189;88.197;96.344;57.147;89.046;84.217;82.031;65.988;82.679;76.102;64.349;80.078;96.471;81.297;39.819;100.874;71.188;83.994;84.012;83.825;102.152;76.762;125.417;109.284;54.137;75.461;72.18;78.3;41.935;62.328;69.589;0.0;64.483;83.452;70.474;44.625;110.72;59.665;72.21;58.582;70.652;149.133
fev'12;90.381;88.902;98.665;58.701;90.463;85.573;84.001;67.879;85.025;78.045;66.385;78.586;97.59;83.527;39.943;102.631;72.45;85.373;82.32;85.769;103.594;77.628;127.312;110.935;54.992;78.39;73.107;76.031;42.324;63.41;69.0;0.0;66.128;82.709;71.114;44.937;116.206;61.891;72.015;60.962;70.217;147.536
mar'12;91.443;89.362;98.97;60.348;91.328;86.807;85.562;68.662;86.611;79.604;68.929;79.185;99.378;84.083;39.987;103.895;75.124;86.763;83.332;87.438;104.246;79.579;120.917;118.181;55.886;78.136;75.828;77.491;43.601;66.983;71.185;0.0;67.067;84.359;73.01;44.447;118.433;64.022;72.541;59.628;71.264;149.175
apr'12;92.407;89.399;99.919;60.77;92.004;88.36;86.72;70.542;87.492;80.806;69.496;80.366;99.202;84.334;40.399;105.6;74.389;88.959;84.127;88.174;104.937;79.706;124.971;125.172;56.545;76.473;76.616;79.462;44.983;67.345;72.257;0.0;70.513;83.923;71.493;45.979;117.338;63.744;74.794;61.48;71.864;152.595
maj'12;92.829;91.034;100.21;61.627;91.258;88.421;87.817;70.947;88.247;82.163;73.057;81.228;100.2;84.858;40.398;109.533;73.71;89.432;84.731;88.88;104.395;79.84;128.672;129.715;57.669;76.834;77.312;76.228;45.455;71.007;72.741;0.0;73.244;84.182;72.35;47.374;122.451;65.84;75.635;62.879;73.111;153.817
ijun'12;93.219;91.465;101.254;61.35;91.408;88.775;87.122;70.83;89.74;82.049;73.456;80.225;100.652;84.717;41.324;111.107;74.315;89.494;85.48;88.867;105.586;80.315;125.958;134.513;58.766;76.809;77.878;76.105;45.092;73.787;73.091;0.0;73.731;85.368;72.854;46.734;123.024;63.511;75.096;63.041;75.396;158.074
ijul'12;94.209;92.922;103.61;62.039;92.017;89.751;87.995;71.448;89.422;83.241;76.023;80.15;102.838;85.365;40.65;111.97;75.158;90.292;89.557;89.275;106.584;80.655;138.146;132.21;59.939;76.118;78.432;73.697;45.705;75.148;75.505;0.0;74.151;88.667;72.861;46.924;128.923;60.992;75.324;62.419;72.849;157.111
avg'12;94.642;93.071;105.606;61.729;92.503;90.286;88.636;71.776;90.427;84.007;76.415;80.276;102.741;85.588;41.962;112.801;75.878;90.298;85.859;90.206;107.499;84.468;135.987;128.872;59.964;78.604;79.826;72.237;45.728;74.478;76.184;0.0;74.138;94.124;74.905;47.526;131.207;64.917;78.227;62.121;75.353;161.451
sen'12;95.052;94.234;106.019;63.346;92.994;91.44;89.771;72.02;90.25;84.49;76.32;81.276;102.924;85.912;42.456;112.769;76.708;90.95;85.654;90.938;107.912;83.95;136.167;124.28;60.738;77.097;77.713;78.394;46.892;72.095;76.555;0.0;70.516;92.551;73.99;48.334;129.201;64.245;79.936;64.511;75.139;160.308
okt'12;94.953;96.162;107.39;64.805;92.267;90.968;89.971;71.585;90.506;83.823;77.755;84.311;102.943;86.813;43.167;111.278;78.095;91.747;85.683;90.57;108.134;84.476;135.952;127.461;60.802;77.078;81.368;77.293;47.806;77.838;77.453;0.0;69.866;91.392;74.279;47.891;128.859;62.228;81.592;63.812;74.201;156.283
noja'12;94.856;95.278;107.495;65.395;92.272;91.191;90.479;72.189;90.383;83.192;78.427;85.591;102.967;86.608;43.365;111.875;77.391;91.248;85.985;90.358;108.608;84.501;137.622;127.927;60.769;77.267;84.603;73.702;49.23;80.274;75.344;0.0;72.231;92.136;74.646;48.443;127.475;63.753;81.013;61.688;75.509;160.367
dek'12;95.127;94.555;107.015;65.983;92.812;91.571;90.391;71.441;90.668;83.941;78.07;85.941;102.983;86.447;43.99;111.85;78.405;91.442;85.462;90.034;109.287;84.563;139.715;126.152;61.287;77.704;81.613;73.951;49.683;80.798;73.536;0.0;69.744;94.936;73.761;48.108;126.323;63.255;79.855;60.914;78.061;157.949
janv'13;95.052;94.322;107.432;66.497;90.565;92.046;84.87;70.799;90.473;84.178;77.647;85.955;103.503;86.684;44.806;110.101;78.985;91.387;86.43;90.292;109.221;85.245;141.751;127.062;61.36;79.533;81.838;77.182;50.211;85.384;74.325;0.0;71.761;95.191;73.582;47.676;124.977;65.223;80.438;61.362;81.004;162.438
fev'13;95.27;95.467;109.482;66.935;94.08;92.529;90.451;70.775;90.363;84.585;77.434;87.19;103.991;86.973;46.002;109.512;79.041;91.79;86.288;91.252;108.246;85.844;135.308;127.629;61.271;80.986;83.387;74.708;51.49;90.089;74.32;0.0;71.214;92.997;75.252;47.829;127.578;63.984;80.045;61.583;79.927;161.338
mar'13;95.459;95.877;109.744;67.465;93.709;92.422;90.438;71.27;90.747;85.309;77.766;87.888;104.15;87.366;46.8;109.299;79.564;92.588;86.55;91.556;108.003;86.003;134.957;126.88;61.886;78.62;80.817;75.118;54.903;95.546;74.958;0.0;70.642;92.46;75.792;48.191;127.6;66.354;81.872;60.87;79.042;165.459
apr'13;95.005;94.382;108.914;67.389;93.253;91.949;90.053;70.872;90.813;84.882;78.654;87.46;103.976;86.599;47.108;109.916;78.086;92.0;85.616;91.108;109.425;85.897;133.279;126.619;62.485;76.548;80.668;76.256;54.432;94.76;75.426;0.0;73.541;91.446;76.188;49.192;125.547;65.666;82.385;64.289;78.727;165.606
maj'13;95.026;95.101;109.753;68.186;94.033;91.665;89.752;71.383;89.636;84.354;77.921;89.09;103.587;87.441;47.298;109.452;77.702;92.586;84.551;90.426;108.901;85.805;132.311;128.43;60.657;77.167;78.49;79.651;54.156;86.697;75.943;0.0;75.6;92.131;76.495;49.838;127.836;67.715;84.837;64.591;74.638;167.688
ijun'13;94.974;95.847;109.394;67.612;93.349;90.959;90.165;71.806;89.631;84.947;76.031;86.76;102.871;87.587;46.6;109.206;77.503;93.013;83.761;90.709;108.161;86.463;125.627;129.659;61.788;76.678;75.896;75.11;54.299;86.416;76.611;76.439;71.379;91.769;76.455;50.48;129.193;72.405;87.326;63.99;78.138;159.402
ijul'13;95.285;95.875;110.574;67.76;93.771;91.154;89.64;72.192;89.04;84.252;77.008;86.197;103.466;87.348;46.701;110.798;76.727;93.097;83.11;91.095;110.703;88.182;125.517;121.93;61.603;76.935;75.859;77.986;53.742;89.696;76.476;76.883;73.816;90.949;76.889;49.704;141.728;66.98;87.188;62.69;79.334;157.198
avg'13;95.731;95.839;110.665;68.345;93.994;91.654;90.07;72.371;90.021;85.004;76.494;87.236;103.238;87.411;47.442;109.502;77.305;93.874;83.516;91.146;112.027;89.127;125.076;124.592;61.461;78.359;77.466;75.374;53.638;91.294;76.027;76.496;74.923;92.925;77.973;49.829;146.994;62.756;87.009;64.024;80.639;160.151
sen'13;95.997;96.556;109.984;68.972;94.274;92.482;89.864;72.43;90.57;84.911;75.933;87.148;103.797;87.2;47.842;109.562;77.119;94.388;84.12;91.765;112.094;90.614;117.382;125.527;61.529;79.517;74.91;79.856;55.509;85.991;75.224;75.523;76.018;94.566;78.945;49.524;145.686;62.111;86.863;65.042;81.212;159.316
okt'13;95.835;97.343;110.97;69.151;93.324;92.303;90.116;73.054;90.963;84.18;76.044;89.61;102.98;87.698;48.202;108.084;77.68;94.812;83.318;91.429;111.66;90.04;110.095;125.7;61.718;79.451;77.443;81.629;58.737;85.44;74.978;75.691;77.63;93.755;79.721;50.06;145.294;62.399;87.029;64.575;82.986;158.619
noja'13;95.965;97.233;110.752;69.518;94.164;93.028;90.167;72.211;90.685;84.471;76.333;89.443;102.16;87.388;48.671;107.838;78.845;94.914;84.0;91.244;112.071;90.311;106.676;122.816;62.276;80.049;75.963;77.248;57.858;85.046;75.122;76.941;76.56;94.565;79.968;49.936;139.991;67.521;87.542;65.272;82.912;159.138
dek'13;96.023;96.419;109.621;69.889;95.336;93.471;90.518;73.268;89.693;84.881;76.602;88.919;102.528;87.301;48.415;108.292;79.623;95.269;83.733;90.77;111.923;89.884;106.285;119.102;63.77;80.56;76.791;78.994;59.27;86.38;74.407;75.514;76.469;94.468;79.962;49.976;136.381;63.852;90.847;66.025;82.464;156.948
janv'14;96.441;96.641;109.768;70.019;94.988;93.244;90.464;72.788;90.239;85.284;77.153;88.277;102.342;87.814;48.921;108.365;79.731;96.375;83.365;91.761;111.998;91.147;99.883;120.854;64.234;80.442;77.474;75.75;61.019;90.252;74.458;74.33;78.766;93.332;81.937;49.397;132.642;62.064;88.337;67.0;82.692;153.003
fev'14;96.89;97.927;109.954;70.969;96.217;93.605;91.256;73.511;90.692;85.302;76.696;89.449;103.476;87.989;48.44;108.376;79.285;97.209;84.806;91.72;111.93;91.602;99.896;121.525;64.799;76.072;81.159;74.751;60.204;90.71;75.894;76.714;79.849;95.097;83.313;50.125;136.291;62.996;90.088;66.838;84.43;163.955
mar'14;97.672;98.749;110.081;71.185;96.494;94.128;91.774;74.332;91.523;86.097;77.793;88.951;104.769;88.697;48.761;108.923;81.68;98.37;85.04;92.62;112.087;92.995;102.515;125.201;65.672;78.185;85.888;75.788;61.264;90.657;77.063;76.882;79.317;97.962;84.254;51.871;137.549;65.298;92.088;69.207;85.375;164.104
apr'14;99.331;99.731;112.136;72.293;99.212;94.995;92.952;74.94;92.109;87.248;79.079;90.284;106.934;89.317;48.306;114.923;81.545;99.999;85.016;93.851;113.164;93.896;108.617;127.546;66.363;77.99;85.772;77.947;63.671;94.593;76.845;77.517;79.975;99.345;85.444;51.162;146.944;66.748;97.17;68.41;85.3;145.724
maj'14;100.056;99.294;112.754;72.373;99.177;96.776;94.049;74.586;92.651;87.918;79.135;89.65;107.515;89.146;48.751;115.808;81.228;101.443;85.899;94.577;114.331;94.669;105.788;121.236;66.67;77.034;87.307;88.783;65.134;94.994;78.848;77.201;79.962;101.219;83.842;52.177;149.642;67.67;96.864;68.922;88.147;146.445
ijun'14;99.885;100.662;112.285;71.931;98.637;96.498;94.077;74.05;93.403;87.831;79.02;91.067;107.28;88.981;48.702;115.097;80.401;100.95;85.475;95.24;114.039;93.416;107.152;119.091;65.922;76.115;86.181;92.522;63.517;93.38;76.442;77.412;79.297;100.477;83.788;52.693;154.241;67.228;95.734;67.62;89.985;153.621
ijul'14;100.259;101.585;114.305;73.093;99.677;97.484;94.806;74.818;93.966;87.295;79.582;91.041;107.825;89.305;49.139;116.146;80.417;101.705;85.394;95.729;113.278;93.283;104.43;121.857;65.329;73.535;86.482;92.94;65.624;96.256;78.693;77.187;81.227;101.952;83.521;52.301;148.35;66.381;92.381;66.78;88.399;151.254
avg'14;100.712;101.469;113.591;73.637;99.898;97.202;94.778;74.96;94.53;88.456;79.224;90.862;108.393;89.211;49.495;117.783;81.398;101.361;86.183;96.455;115.432;93.471;104.947;121.111;64.82;74.664;87.413;93.914;66.303;98.402;79.745;75.73;83.41;101.739;84.31;51.775;150.226;67.045;88.014;68.381;90.661;150.996
sen'14;101.564;101.578;115.054;73.813;100.827;97.673;95.883;74.898;95.621;88.852;81.411;89.754;111.612;89.864;49.637;117.931;82.633;101.287;87.195;97.04;116.64;94.673;110.381;119.619;65.016;75.951;88.113;91.777;66.967;99.246;77.507;75.501;83.032;103.444;83.358;52.371;150.61;67.166;94.166;66.728;90.727;153.016
okt'14;101.397;102.177;114.792;73.929;100.808;97.64;95.993;74.71;95.815;88.459;81.04;89.843;111.137;89.881;49.229;117.598;82.499;102.189;87.239;96.993;115.5;96.733;110.601;114.453;65.448;75.47;88.032;90.554;66.731;100.231;79.418;75.708;82.433;104.273;84.396;51.755;154.129;68.699;97.523;68.344;92.152;156.656
noja'14;101.934;102.546;116.11;75.018;101.842;98.727;96.642;75.009;96.159;88.035;81.049;89.014;111.072;90.042;49.623;117.941;82.758;102.579;86.206;96.94;116.793;96.102;113.617;110.518;65.834;75.544;87.052;89.903;67.188;97.676;80.115;75.538;82.895;102.926;83.634;51.845;150.609;68.501;93.478;67.36;92.451;155.181
dek'14;103.023;103.601;114.865;75.19;102.186;99.756;96.863;74.812;95.833;88.762;80.897;89.692;113.026;90.742;48.938;122.278;83.438;104.223;86.909;97.148;117.459;98.019;119.618;109.368;66.988;75.6;90.181;91.691;67.607;99.191;84.785;75.64;83.108;104.864;84.614;50.807;159.808;69.986;99.235;68.291;96.893;146.001
